Host Id,Host Since,Namefixed ,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
4855638,26/1/2013,Brooklyn Garden Apartment,Brooklyn Garden Apartment,Brooklyn,Apartment,90,Private room,11217,1,1,40,110,93
4856536,26/1/2013,Only 1 MinuteWalk To Park & Metro,Only 1 minute-walk to Park & Metro,Brooklyn,Apartment,90,Private room,11225,1,1,48,59,92
4856604,26/1/2013,Big Loft In Heart Of Williamsburg,Big Loft in Heart of Williamsburg,Brooklyn,Loft,100,Entire home/apt,11211,1,1,7,280,100
4857962,26/1/2013,"Sunny Duplex Apt, Balcony & Deck","Sunny Duplex Apt., Balcony & Deck",Brooklyn,Apartment,90,Private room,11231,1,1,4,115,90
4863701,27/1/2013,Gorgeous Private Room In Bushwick,Gorgeous Private Room in Bushwick,Brooklyn,Apartment,90,Private room,11221,1,1,3,50,93
4864306,27/1/2013,1 Rm @ 3Br Artist Loft Williamsburg,1 rm @ 3BR artist loft williamsburg,Brooklyn,Loft,95,Private room,11222,1,1,6,70,96
4864306,27/1/2013,1 Rm @ 3Br Loft Williamsburg Room 2,1 rm @ 3BR loft williamsburg room 2,Brooklyn,Loft,90,Private room,11222,1,1,9,70,91
4864306,27/1/2013,1 Rm @ 3Br Loft Williamsburg Room 3,1 rm @ 3BR loft williamsburg room 3,Brooklyn,Loft,80,Private room,11222,1,1,4,70,80
4865452,27/1/2013,Amazing Apartment In Les Manhattan,Amazing Apartment in LES Manhattan,Manhattan,Apartment,85,Entire home/apt,10002,1,1,14,161,86
4868219,27/1/2013,Williamsburg Experience Brooklyn,Williamsburg: Experience Brooklyn,Brooklyn,Apartment,80,Private room,11211,1,1,9,90,83
4869570,27/1/2013,1Br In The Heart Of East Village,1br in the heart of East Village,Manhattan,Apartment,100,Entire home/apt,10003,1,1,2,150,100
4870868,27/1/2013,Private Room Brand New Must See,Private Room Brand New Must see,Manhattan,Apartment,100,Private room,10031,1,1,2,95,100
4872318,27/1/2013,Clinton Hill Summer Townhouse,Clinton Hill Summer Townhouse,Brooklyn,Apartment,100,Entire home/apt,11238,3,1,1,220,100
4872930,27/1/2013,Clean & Cozy In Flatbush Bklyn,Clean & Cozy in Flatbush Bklyn,Brooklyn,Apartment,90,Shared room,11226,1,1,15,35,92
4873790,28/1/2013,"Very Spacious, Great Location, Les","Very Spacious, Great Location, LES",Manhattan,Apartment,90,Entire home/apt,10002,3,1,51,325,91
4873790,28/1/2013,Big Private Room,Big private room,Manhattan,Apartment,100,Private room,10002,1,1,1,100,100
4873841,28/1/2013,Charming Prospect Heights 1Br,Charming Prospect Heights 1BR,Brooklyn,Apartment,95,Entire home/apt,11238,2,1,6,130,97
4875023,28/1/2013,Beautiful West Village/Soho Apt,Beautiful West Village/Soho Apt,Manhattan,Apartment,100,Private room,10014,1,1,2,150,100
4876330,28/1/2013,Spacious Loft  On Nice Street,spacious loft  on nice street,Manhattan,Apartment,90,Entire home/apt,10029,2,1,3,110,93
4878071,28/1/2013,Spacious Railroad Apt In Bushwick,Spacious Railroad Apt in Bushwick,Brooklyn,Apartment,95,Entire home/apt,11237,1,1,6,150,97
4879754,28/1/2013,2 Bedroom Full Apartment Ues,2 Bedroom Full Apartment UES,Manhattan,Apartment,80,Entire home/apt,10128,2,1,1,375,80
4879754,28/1/2013,"Huge Bedroom, QueenSized Bed Ues","Huge Bedroom, Queen-Sized Bed UES",Manhattan,Apartment,100,Private room,10128,1,1,1,105,100
4881594,28/1/2013,Modern Brooklyn Getaway,Modern Brooklyn Getaway,Brooklyn,Apartment,80,Entire home/apt,11238,2,1,12,125,82
4881633,28/1/2013,Harlem Brownstone Home & Gallery,Harlem Brownstone Home & Gallery,Manhattan,Apartment,100,Entire home/apt,10027,1,1,9,200,100
4881633,28/1/2013,Beautiful Harlem Brownstone,Beautiful Harlem Brownstone,Manhattan,Apartment,100,Private room,10027,1,1,1,100,100
4881917,28/1/2013,Cozy & Convenient In Williamsburg,Cozy & Convenient in Williamsburg,Brooklyn,Apartment,70,Private room,11211,1,1,15,69,70
4881917,28/1/2013,Cozy & Convenient In Williamsburg,Cozy & Convenient in Williamsburg,Brooklyn,Apartment,85,Private room,11211,1,1,9,69,85
4882793,28/1/2013,Chic Comfy 1 Bedroom Apartment,Chic Comfy 1 Bedroom Apartment,Manhattan,Apartment,90,Entire home/apt,10011,1,1,7,185,94
4886245,28/1/2013,Perfect 1Br Apt In Williamsburg,Perfect 1br Apt In Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,28,180,92
4887492,28/1/2013,Private Room In Permago� Bridge,PRIVATE ROOM in PermaGO® Bridge*,Manhattan,Apartment,100,Private room,10038,1,1,2,95,100
4887492,28/1/2013,Private Room In Permago� Bridge,PRIVATE ROOM in PermaGO® Bridge**,Manhattan,Apartment,90,Private room,10038,1,1,3,95,93
4887492,28/1/2013,Fun & Vibrant Permago� Bridge (,Fun & Vibrant PermaGO® Bridge (,Manhattan,Apartment,100,Shared room,10038,6,1,2,69,100
4887492,28/1/2013,Fun & Vibrant Permago� Bridge ,Fun & Vibrant PermaGO® Bridge ),Manhattan,Apartment,100,Shared room,10038,6,1,5,69,100
4887492,28/1/2013,Fun & Vibrant Permago� Bridge ,Fun & Vibrant PermaGO® Bridge *,Manhattan,Apartment,95,Shared room,10038,6,1,5,69,96
4887492,28/1/2013,Fun & Vibrant Permago� Bridge &,Fun & Vibrant PermaGO® Bridge &,Manhattan,Apartment,100,Shared room,10038,6,1,2,69,100
4887492,28/1/2013,Fun & Vibrant Permago� Bridge,Fun & Vibrant PermaGO® Bridge^,Manhattan,Apartment,90,Shared room,10038,1,1,3,69,93
4887492,28/1/2013,Fun & Vibrant Permago� Bridge,Fun & Vibrant PermaGO® Bridge,Manhattan,Apartment,95,Shared room,10038,1,1,54,69,98
4887492,28/1/2013,Fun & Vibrant Permago� Bridge@,Fun & Vibrant PermaGO® Bridge@,Manhattan,Apartment,100,Shared room,10038,1,1,3,69,100
4887492,28/1/2013,Fun & Vibrant Permago� Bridge,Fun & Vibrant PermaGO® Bridge,Manhattan,Apartment,95,Shared room,10038,1,1,18,69,95
4887492,28/1/2013,Fun & Vibrant Permago� Bridge%,Fun & Vibrant PermaGO® Bridge%,Manhattan,Apartment,100,Shared room,10038,1,1,9,69,100
4887492,28/1/2013,Fun & Vibrant Permago� Bridge$,Fun & Vibrant PermaGO® Bridge$,Manhattan,Apartment,95,Shared room,10038,1,1,6,69,96
4887782,28/1/2013,Prewar Apt Steps From Prospect Park,Prewar Apt Steps from Prospect Park,Brooklyn,Apartment,100,Private room,11218,1,1,2,50,100
4888018,28/1/2013,Sunny Large 1Bed Great Location,SUNNY LARGE 1BED GREAT LOCATION,Manhattan,Apartment,90,Entire home/apt,10002,1,1,21,255,94
4888599,29/1/2013,Hell'S Kitchen Studio For 2 Or 3,HELL'S KITCHEN STUDIO for 2 or 3,Manhattan,Apartment,90,Entire home/apt,10019,1,1,61,179,90
4888892,29/1/2013,Avenue A Apartment,Avenue A Apartment,Manhattan,Apartment,90,Entire home/apt,10009,1,1,44,145,92
4892987,29/1/2013,Gorgeous Apt In Heart Of Soho  1Bd,GORGEOUS APT IN HEART OF SOHO  1BD,Manhattan,Apartment,85,Entire home/apt,10012,1,1,17,179,88
4893354,29/1/2013,Comfortable And Functional,Comfortable and Functional,Brooklyn,Apartment,90,Entire home/apt,11218,1,1,17,125,90
4893786,29/1/2013,Large Sunny Uws Studio W Queen Bed,Large sunny UWS studio w Queen bed,Manhattan,Apartment,95,Entire home/apt,10024,1,1,7,145,97
4895148,29/1/2013,Wonderful Master Bedroom In Triplex,Wonderful Master Bedroom in Triplex,Brooklyn,Apartment,90,Private room,11238,1,1,3,95,93
4899404,29/1/2013,Charming Sunny East Village Studio,Charming Sunny East Village Studio,Manhattan,Apartment,95,Entire home/apt,10003,2,1,53,160,95
4900009,29/1/2013,Beautiful Noho Loft,Beautiful NoHo Loft,Manhattan,Loft,100,Entire home/apt,10012,2,1,18,985,100
4900291,29/1/2013,South Williamsburg Den,South Williamsburg Den,Brooklyn,Apartment,100,Entire home/apt,11249,1,1,3,130,100
4900291,29/1/2013,Cozy Room In South Williamsburg,Cozy Room in South Williamsburg,Brooklyn,Apartment,100,Private room,11249,1,1,3,85,100
4904811,30/1/2013,Cheap Big Room In Williamsburg,CHEAP BIG room in Williamsburg,Brooklyn,Apartment,95,Private room,11211,1,1,57,50,95
4905211,30/1/2013,Big Bedroom For Artists/Musicians,BIG Bedroom for Artists/Musicians,Brooklyn,Apartment,80,Private room,11206,1,1,1,50,80
4906960,30/1/2013,Spacious 1Br (Canal & Eldridge St,Spacious 1BR (Canal & Eldridge St),Manhattan,Apartment,90,Entire home/apt,10002,1,1,3,140,93
4906973,30/1/2013,Lovely Williamsburg Studio W/Patio,Lovely Williamsburg Studio w/Patio,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,24,150,93
4908514,30/1/2013,Spacious Garden Brownstone Duplex,Spacious Garden Brownstone duplex,Brooklyn,House,100,Entire home/apt,11238,5,1,3,200,100
4908523,30/1/2013,Comfortable East Village Room,Comfortable East Village Room,Manhattan,Apartment,100,Private room,10003,1,1,2,100,100
4908931,30/1/2013,Organic Modern Williamsburg Loft,Organic Modern Williamsburg loft,Brooklyn,Loft,95,Entire home/apt,11211,3,1,10,300,96
4909008,30/1/2013,Beautiful Studio W/ Washer/Dryer,BEAUTIFUL STUDIO w/ WASHER/DRYER,Manhattan,Apartment,80,Entire home/apt,10029,1,1,6,100,84
4911168,30/1/2013,Bright Renovated 1Br Apartment,Bright Renovated 1BR Apartment,Brooklyn,Apartment,100,Entire home/apt,11238,1,1,3,90,100
4911550,30/1/2013,Heart Of Williamsburg  Authentic ,Heart of Williamsburg - authentic ,Brooklyn,Apartment,90,Entire home/apt,11249,1,1,52,100,94
4912616,30/1/2013,1Br Apt West Village Quiet And Cozy,1BR Apt West Village quiet and cozy,Manhattan,Apartment,85,Entire home/apt,10014,1,1,55,199,89
4913447,30/1/2013,It'S Always Sunny On Prospect,It's Always Sunny on Prospect,Brooklyn,Apartment,90,Private room,11238,1,1,38,74,92
4913947,31/1/2013,Luxury Studio In Heart Of Soho,Luxury studio in heart of SoHo,Manhattan,Apartment,100,Entire home/apt,10012,1,1,4,350,100
4917650,31/1/2013,Double Bed In Williamsburg,Double Bed in Williamsburg,Brooklyn,Apartment,80,Private room,11211,3,1,1,90,80
4919775,31/1/2013,Awesome Private Room In W'Burg,AWESOME Private Room in W'BURG,Brooklyn,Apartment,90,Private room,11249,1,1,39,90,91
4919775,31/1/2013,Best Location In Heart Of W'Burg,BEST Location in Heart of W'Burg,Brooklyn,Apartment,85,Private room,11249,1,1,54,90,88
4919775,31/1/2013,Charming Private Room In W'Burg,Charming Private Room in W'Burg,Brooklyn,Apartment,85,Private room,11249,1,1,35,90,86
4919775,31/1/2013,Sunny Private Room Great Location,SUNNY Private Room GREAT LOCATION,Brooklyn,Apartment,80,Private room,11249,2,1,39,90,83
4922117,31/1/2013,"Gorgeous, Bright And Spacious","Gorgeous, bright and spacious",Brooklyn,Apartment,95,Entire home/apt,11201,1,1,19,190,96
4922378,31/1/2013,Manhattan Apt In Great Location,Manhattan apt in great location,Manhattan,Apartment,85,Entire home/apt,10016,1,1,3,210,87
4922577,31/1/2013,Fabulous Townhouse In Williamsburg,Fabulous Townhouse in Williamsburg,Brooklyn,House,90,Private room,11211,1,1,7,108,94
4923206,31/1/2013,"Spacious Apt Near Park, W/ Bikes","Spacious Apt near Park, w/ Bikes",Brooklyn,Apartment,90,Entire home/apt,11238,2,1,7,105,92
4923436,31/1/2013,Penthouse On Park Ave,Penthouse on Park Ave,Manhattan,Apartment,100,Entire home/apt,10010,1,1,2,250,100
4923646,31/1/2013,Trendy/Cozy In Brooklyn On Subway,Trendy/cozy in Brooklyn. On Subway,Brooklyn,Apartment,80,Entire home/apt,11206,1,1,4,160,80
4924238,31/1/2013,Exclusive Garden ~ Charming Box Apt,Exclusive garden ~ charming box apt,Brooklyn,Apartment,90,Entire home/apt,11222,2,1,14,179,94
4924238,31/1/2013,Guest Room With Exclusive Garden,Guest room with exclusive garden,Brooklyn,Apartment,95,Private room,11222,1,1,13,79,97
4928083,1/2/2013,Brooklyn'S Finest Renovated Apt,Brooklyn's finest. Renovated apt,Brooklyn,Apartment,100,Entire home/apt,11216,2,1,2,135,100
4928447,1/2/2013,"Chic Full Floor Apt, 2 Br  Central","CHIC Full floor apt, 2 BR - central",Manhattan,Apartment,95,Entire home/apt,10016,2,1,15,400,98
4929367,1/2/2013,Your Dream Vacation In Manhattan,Your dream vacation in Manhattan,Manhattan,Apartment,95,Entire home/apt,10075,2,1,2,225,99
4929807,1/2/2013,European Serene 1Bd Apt In Union Sq,European serene 1bd apt in Union Sq,Manhattan,Apartment,90,Entire home/apt,10011,1,1,17,240,91
4930847,1/2/2013,Cozy Bedroom In Artist Loft,Cozy bedroom in Artist Loft,Brooklyn,Loft,90,Private room,11206,1,1,39,87,94
4932354,1/2/2013,Big Sunny Rm In Beautiful Home,Big sunny rm in beautiful home,Brooklyn,House,90,Private room,11238,1,1,33,60,94
4932354,1/2/2013,DuplexSunny Master BdKitchen?,Duplex*Sunny Master BD*kitchen?,Brooklyn,House,90,Private room,11238,2,1,7,90,94
4932354,1/2/2013,Ideal Areareviews Large Btfl Room,IDEAL AREAReviews LARGE btfl room,Brooklyn,House,85,Private room,11238,1,1,41,65,89
4932354,1/2/2013,Location & Garden Window (For 1,LOCATION & garden window (*for 1*),Brooklyn,House,90,Private room,11238,1,1,52,50,91
4932373,1/2/2013,Cosy Apartment In Nolita/Soho,Cosy apartment in NOLITA/SOHO,Manhattan,Apartment,100,Entire home/apt,10012,1,1,3,350,100
4933152,1/2/2013,Spacious & Central In Williamsburg,Spacious & Central in Williamsburg,Brooklyn,Apartment,60,Entire home/apt,11249,1,1,1,200,60
4933487,1/2/2013,Room In Art Loft For Eccentric Type,Room in art loft for eccentric type,Brooklyn,Loft,100,Private room,11237,1,1,2,60,100
4937803,2/2/2013,Private Room In Private House,Private Room in Private House,Brooklyn,House,85,Private room,11225,1,1,17,54,87
4938115,2/2/2013,1 Bdrm Apt Brooklyn Heights,1 Bdrm Apt- Brooklyn Heights,Brooklyn,Apartment,95,Entire home/apt,11201,1,1,13,140,95
4938247,2/2/2013,Park Slope Private Bedlivingroom,Park Slope Private BedLivingroom,Brooklyn,Apartment,90,Private room,11215,2,1,66,80,94
4938741,2/2/2013,Cozy Greenpoint  Getaway,Cozy Greenpoint  Getaway,Brooklyn,Apartment,85,Entire home/apt,11222,2,1,5,150,88
4939720,2/2/2013,Delightful & Roomy 1 Bdrm Apt,Delightful & Roomy 1 Bdrm Apt,Brooklyn,Apartment,100,Entire home/apt,11225,1,1,1,70,100
4940121,2/2/2013,"Prime Location Williamsburg, Bk","Prime location Williamsburg, BK",Brooklyn,Apartment,100,Entire home/apt,11211,2,1,2,215,100
4940807,2/2/2013,Union Square Studio,Union Square Studio,Manhattan,Apartment,100,Entire home/apt,10003,2,1,1,140,100
4946826,3/2/2013,Nice Big Room For Young Creatives,Nice Big Room for Young Creatives,Brooklyn,Apartment,75,Private room,11237,1,1,11,74,75
4947245,3/2/2013,Gorgeous Apartment In Park Slope,Gorgeous Apartment in Park Slope,Brooklyn,Apartment,85,Entire home/apt,11215,1,1,3,130,87
4950369,3/2/2013,Backyard Bbq In Brooklyn Brownstone,Backyard BBQ in Brooklyn Brownstone,Brooklyn,Apartment,80,Entire home/apt,11221,2,1,25,125,82
4951037,3/2/2013,2Br Apt In Brownstone,2BR Apt in Brownstone,Brooklyn,Apartment,90,Entire home/apt,11238,2,1,21,175,90
4951037,3/2/2013,2Br Apt With Huge Outdoor Space,2BR Apt with huge outdoor space,Brooklyn,Apartment,90,Entire home/apt,11238,2,1,3,175,93
4952591,3/2/2013,Modern Apt With Direct Sunlight,Modern apt. with direct sunlight,Manhattan,Apartment,40,Entire home/apt,10002,2,1,2,243,40
4954144,3/2/2013,"Private Bedroom, Perfect Location","Private bedroom, Perfect Location",Manhattan,Apartment,85,Private room,10003,1,1,5,122,88
4954283,3/2/2013,Artsy Office/Bedroom In Wahi,Artsy Office/Bedroom in WaHi,Manhattan,Apartment,95,Private room,10032,1,1,13,75,97
4954605,3/2/2013,Beautiful 1 Bedroom Apt On The Ues,Beautiful 1 Bedroom Apt on the UES,Manhattan,Apartment,95,Entire home/apt,10028,1,1,9,155,96
4955205,3/2/2013,Cosmopolitan Brownstone Sanctuary,Cosmopolitan Brownstone Sanctuary,Brooklyn,House,90,Entire home/apt,11233,3,1,36,340,92
4955792,3/2/2013,Spring In New York,Spring in New York,Manhattan,Apartment,95,Private room,10025,1,1,80,95,97
4955986,3/2/2013,Madison Square 2 Bed Room Sleeps 4,MADISON SQUARE 2 BED ROOM SLEEPS 4,Manhattan,Apartment,90,Entire home/apt,10001,2,1,18,269,93
4955986,3/2/2013,Central Park 2Bdr Loft Sleeps 6,CENTRAL PARK 2BDR LOFT SLEEPS 6,Manhattan,Loft,85,Entire home/apt,10019,3,1,5,379,88
4956118,3/2/2013,Super Cozy 1 Bhk Fully Loaded Apt,Super Cozy 1 BHK fully loaded Apt,Brooklyn,Apartment,90,Entire home/apt,11205,1,1,2,120,91
4956248,3/2/2013,"Bright, Spacious 2 Br Apartment","Bright, spacious 2 BR apartment",Brooklyn,Apartment,90,Entire home/apt,11222,3,1,3,100,93
4957047,4/2/2013,West Village  Celebrity Area,West Village - Celebrity area,Manhattan,Apartment,100,Entire home/apt,10014,1,1,5,225,100
4963244,4/2/2013,Great Apt In Brooklyn Near City,Great Apt. in Brooklyn near City,Brooklyn,Apartment,85,Private room,11215,1,1,9,99,87
4963379,4/2/2013,Le Petit Ch�Teau,Le Petit Château,Brooklyn,Apartment,85,Entire home/apt,11210,1,1,10,100,89
4963486,4/2/2013,DropDead Fab 2 Story Best Location,Drop-dead fab 2 story best location,Manhattan,Apartment,95,Entire home/apt,10014,1,1,7,400,97
4964077,4/2/2013,Comfy Room Located Close To Train,Comfy room located close to train,Brooklyn,Apartment,80,Private room,11207,1,1,1,60,80
4964109,4/2/2013,Cool Lower East Side 1Bd  Rooftop,Cool Lower East Side 1-bd  rooftop,Manhattan,Apartment,95,Entire home/apt,10002,1,1,6,139,97
4964131,4/2/2013,Room In Spacious Apt W/ Balcony,Room in Spacious Apt w/ Balcony,Manhattan,Apartment,100,Private room,10013,1,1,4,118,100
4964327,4/2/2013,Large 1Br With Lots Of Sun Light,Large 1BR with lots of sun light,Manhattan,Apartment,100,Entire home/apt,10031,1,1,1,120,100
4964840,4/2/2013,Charming & Cozy Bushwick Apartment,Charming & Cozy Bushwick Apartment,Brooklyn,Apartment,90,Private room,11237,1,1,2,89,90
4966213,4/2/2013,Charming Large 1Bd In Central Brkln,Charming Large 1BD in Central BRKLN,Brooklyn,Apartment,85,Entire home/apt,11238,1,1,4,99,87
4966746,4/2/2013,Williamsburg/Bushwick Huge Apt,WILLIAMSBURG/BUSHWICK HUGE APT,Brooklyn,Apartment,95,Entire home/apt,11206,1,1,14,135,95
4967217,4/2/2013,Spanish Harlem/Park Ave  Cosy Apt,Spanish Harlem/Park ave - cosy apt,Manhattan,Apartment,90,Entire home/apt,10029,1,1,18,155,94
4967309,4/2/2013,Awesome Lic Private 1Br Lux Bldg,Awesome LIC private 1BR lux bldg,Queens,Apartment,100,Private room,11101,1,1,2,90,100
4967319,4/2/2013,Gorgeous 1 Br In Heart Of Chelsea,Gorgeous 1 br in heart of Chelsea,Manhattan,Apartment,95,Entire home/apt,10011,1,1,12,224,95
4967515,4/2/2013,Beautiful Central Park Studio,Beautiful Central Park Studio,Manhattan,Apartment,90,Entire home/apt,10024,2,1,3,200,90
4967515,4/2/2013,Sunlit Central Park Studio,Sunlit Central Park Studio,Manhattan,Apartment,85,Entire home/apt,10024,2,1,13,150,89
4967965,4/2/2013,Brownstone Guest House,Brownstone Guest house,Brooklyn,Apartment,95,Entire home/apt,11233,1,1,12,125,95
4969033,4/2/2013,One Bedroom Apt In A Private House,One bedroom apt in a private house,Queens,Apartment,90,Entire home/apt,11103,1,1,4,70,90
4970027,5/2/2013,7Min From Jfk 25Min From Manhattan,7Min From JFK 25min from Manhattan,Queens,Apartment,80,Entire home/apt,11435,3,1,8,65,80
4970027,5/2/2013,Private ApartmentSafe Neighborhod,Private apartment**Safe Neighborhod,Queens,Apartment,90,Entire home/apt,11435,3,1,4,65,93
4970579,5/2/2013,Cozy Big Room 20 Min From Manhattan,Cozy Big room 20 min from Manhattan,Brooklyn,Apartment,95,Private room,11218,1,1,53,60,97
4975167,5/2/2013,Whole ApartmentProspect Park South,Whole Apartment-Prospect Park South,Brooklyn,Apartment,95,Private room,11226,1,1,23,80,97
4975985,5/2/2013,Cozy Private Room In Brooklyn Ny,Cozy private room in Brooklyn NY,Brooklyn,Apartment,100,Private room,11225,1,1,1,45,100
4976428,5/2/2013,Artist Loft  Union Square,Artist Loft - Union Square,Manhattan,Loft,95,Entire home/apt,10003,2,1,34,300,96
4976872,5/2/2013,Murray Hill Garden Apt Manhattan,Murray Hill Garden Apt. MANHATTAN,Manhattan,Apartment,100,Entire home/apt,10016,1,1,7,150,100
4978796,5/2/2013,"Safe & Beautiful Area, Affordable","Safe & Beautiful Area, Affordable",Queens,Apartment,85,Shared room,11415,2,1,59,31,89
4978796,5/2/2013,"Very Safe Area, Near Train, Cozy","Very Safe Area, Near Train, Cozy",Queens,Apartment,90,Shared room,11415,1,1,67,38,93
4979513,5/2/2013,Your Private Upper East Side Abode,Your PRIVATE Upper East Side Abode,Manhattan,Apartment,85,Entire home/apt,10128,1,1,4,180,87
4980428,5/2/2013,Large Studio All To Yourself,Large studio all to yourself,Manhattan,Apartment,90,Entire home/apt,10013,1,1,6,155,90
4981475,5/2/2013,Luxury High Floor 2Br With Views,Luxury High Floor 2br with VIEWS,Manhattan,Apartment,90,Entire home/apt,10006,2,1,2,300,90
4981475,5/2/2013,High Floor Luxury Room With Views,High Floor Luxury Room with Views,Manhattan,Apartment,90,Private room,10006,1,1,4,100,90
4981475,5/2/2013,Luxury High Floor Room With Views,Luxury High Floor Room with VIEWS,Manhattan,Apartment,95,Private room,10006,1,1,39,100,95
4981475,5/2/2013,Luxury Quiet Room In Midtown,Luxury Quiet room in Midtown,Manhattan,Apartment,85,Private room,10036,1,1,6,120,88
4981475,5/2/2013,Luxury Quiet Room In Midtown,Luxury Quiet room in Midtown,Manhattan,Apartment,90,Private room,10036,1,1,3,140,93
4982655,5/2/2013,July 2530 Studio In Prospect Hghts,July 25-30 Studio in Prospect Hghts,Brooklyn,Apartment,85,Entire home/apt,11238,1,1,4,90,85
4983320,5/2/2013,(2 Clean Home Away From Home,(2) CLEAN HOME AWAY FROM HOME,Queens,Apartment,90,Private room,11355,1,1,56,69,93
4983320,5/2/2013,(1 Clean Home Away From Home,(1) CLEAN HOME AWAY FROM HOME,Queens,House,90,Private room,11355,1,1,80,69,92
4987882,6/2/2013,Bright Room In Loft In Williamsburg,Bright room in loft in Williamsburg,Brooklyn,Apartment,90,Private room,11211,1,1,3,115,93
4988480,6/2/2013,Your Ny November Begins Here,Your NY November begins here,Manhattan,Apartment,85,Entire home/apt,10014,1,1,28,238,89
4989499,6/2/2013,Serene Apt In The Heart Of Les,Serene APT In The Heart of LES,Manhattan,Apartment,90,Entire home/apt,10002,1,1,9,244,93
4990142,6/2/2013,Stunning Apartment In Astoria,Stunning apartment in ASTORIA,Queens,Apartment,85,Private room,11102,2,1,3,70,87
4990802,6/2/2013,Central Park View On Museum Mile,Central Park View on Museum Mile,Manhattan,Apartment,100,Entire home/apt,10028,1,1,2,150,100
4991765,6/2/2013,Private Room In Hip East Village,Private room in hip East Village,Manhattan,Apartment,90,Private room,10009,1,1,1,70,91
4992610,6/2/2013,"Spacious Apt,Uptown On Central Park","Spacious Apt,Uptown on Central Park",Manhattan,Apartment,100,Private room,10029,1,1,3,100,100
4992804,6/2/2013,Convenient Private Room In Spaha,Convenient Private Room in SpaHa,Manhattan,Apartment,85,Private room,10029,1,1,1,150,89
4992891,6/2/2013,Spacious Bedroom W/ Attached Office,Spacious bedroom w/ attached office,Queens,Apartment,70,Private room,11103,1,1,2,89,70
4992930,6/2/2013,Double Room And Private Bathroom,Double Room and Private Bathroom,Brooklyn,Apartment,80,Private room,11215,1,1,4,90,80
4993337,6/2/2013,Cute 1Br In Williamsburg,Cute 1br in Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,2,110,90
4994658,6/2/2013,East Village Apartment For Up To 3,East Village Apartment for up to 3,Manhattan,Apartment,100,Entire home/apt,10009,2,1,1,160,100
4996723,6/2/2013,Cozy Private Room In The Center Nyc,Cozy Private Room in the Center NYC,Manhattan,Apartment,85,Private room,10019,1,1,96,75,88
5000425,7/2/2013,Super Cute & Sunny Clinton Hill Apt,Super Cute & Sunny Clinton Hill Apt,Brooklyn,Apartment,100,Private room,11205,1,1,1,60,100
5001742,7/2/2013,1 Bedroom Upper West Side,1 Bedroom Upper West Side,Manhattan,Apartment,90,Private room,10026,1,1,5,99,92
5002187,7/2/2013,�ϸ�Of Williamsburgbrklyn1Block2Train,❤️of WilliamsburgBrklyn1Block2Train,Brooklyn,Apartment,100,Private room,11249,1,1,2,95,100
5003239,7/2/2013,"Cute, Convenient Village Bedroom","cute, convenient village bedroom",Manhattan,Apartment,100,Private room,10012,1,1,1,175,100
5004109,7/2/2013,You'Ll Love My Beautiful 1 Bedr Apt,You'll LOVE my BEAUTIFUL 1 BedR apt,Brooklyn,Apartment,100,Entire home/apt,11229,1,1,1,118,100
5006764,7/2/2013,Huge 1 Bedroom In Bkln/Qns Border,Huge 1 Bedroom in BKLN/QNS Border,Queens,Apartment,85,Entire home/apt,11385,2,1,72,100,86
5006781,7/2/2013,"2 Bedroom Apt,2 Subway Stops To Nyc","2 Bedroom Apt,2 Subway Stops to NYC",Queens,Apartment,85,Entire home/apt,11101,2,1,67,150,86
5006781,7/2/2013,Beautiful One Bedroom Apt In Nyc,Beautiful One Bedroom Apt in NYC,Queens,Apartment,80,Entire home/apt,11101,2,1,14,100,83
5006781,7/2/2013,Clean Room For Rent 10 Min From Nyc,Clean Room for Rent 10 min From NYC,Queens,Apartment,80,Private room,11101,1,1,60,50,82
5006781,7/2/2013,Large Room For Rent 10 Min From Nyc,Large Room for Rent 10 Min from NYC,Queens,Apartment,85,Private room,11101,1,1,71,50,87
5006781,7/2/2013,Room Only Two Subway Stops From Nyc,Room Only Two Subway Stops From NYC,Queens,Apartment,90,Private room,11101,1,1,68,50,91
5006781,7/2/2013,Cute Room For Rent In Astoria Nyc,Cute Room for Rent in Astoria NYC,Queens,House,70,Private room,11103,1,1,3,55,73
5007578,7/2/2013,Great Bedroom In The East Village,Great Bedroom in the East Village,Manhattan,Apartment,100,Private room,10009,1,1,2,100,100
5007755,7/2/2013,Spacious & Bright Apt In Highrise,Spacious & Bright Apt in Highrise,Manhattan,Apartment,90,Entire home/apt,10128,1,1,27,189,93
5008954,8/2/2013,Cozy & Sunny Central Manhattan Apt,Cozy & Sunny central Manhattan APT,Manhattan,Apartment,90,Entire home/apt,10022,1,1,9,100,91
5013547,8/2/2013,Cozy 1Bedroom Next To Central Park,Cozy 1-bedroom next to Central Park,Manhattan,Apartment,100,Entire home/apt,10028,2,1,1,125,100
5013760,8/2/2013,Large 1 Br Apt In The Heart Of Nyc,Large 1 BR Apt in the heart of NYC,Manhattan,Apartment,100,Entire home/apt,10022,2,1,2,165,100
